Reaction ID,Reaction (Long),Reaction (Short),Reversible,Enzyme,Genes,PATHWAY
R01388,D-Glycerate + NAD+ <=> Hydroxypyruvate + NADH + H+,C00258 + C00003 <=> C00168 + C00004 + C00080,TRUE,1.1.1.26;1.1.1.29;1.1.1.81,( chr_4200 and chr_6311 ),rn00260;rn00630;rn00680
R02527,(R)-Lactaldehyde + NAD+ <=> Methylglyoxal + NADH + H+,C00937 + C00003 <=> C00546 + C00004 + C00080,TRUE,1.1.1.78;1.1.1.79,chr_4200,rn00620
R01087,Maleic acid <=> Fumarate,C01384 <=> C00122,TRUE,5.2.1.1,chr_4202,rn00650;rn00760
R00342,(S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+,C00149 + C00003 <=> C00036 + C00004 + C00080,TRUE,1.1.1.37;1.1.1.299,chr_4276,rn00020;rn00620;rn00630;rn00680;rn00710;rn00720
R07136,(2R)-3-Sulfolactate + NAD+ <=> 3-Sulfopyruvate + NADH + H+,C11537 + C00003 <=> C05528 + C00004 + C00080,TRUE,1.1.1.37;1.1.1.337,( chr_4276 and chr_5542 ),rn00270;rn00680
R04420,S-Methyl-5-thio-D-ribose 1-phosphate <=> S-Methyl-5-thio-D-ribulose 1-phosphate,C04188 <=> C04582,FALSE,5.3.1.23,chr_4320,rn00270
R07395,"2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O <=> 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Orthophosphate",C15650 + C00001 <=> C15606 + C00009,FALSE,3.1.3.77,chr_4321,rn00270
R07392,"S-Methyl-5-thio-D-ribulose 1-phosphate <=> 2,3-Diketo-5-methylthiopentyl-1-phosphate + H2O",C04582 <=> C15650 + C00001,FALSE,4.2.1.109,chr_4322,rn00270
R07363,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 3-(Methylthio)propanoate + Formate + CO",C15606 + C00007 <=> C08276 + C00058 + C00237,FALSE,1.13.11.53,chr_4323,rn00270
R07364,"1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 4-Methylthio-2-oxobutanoic acid + Formate",C15606 + C00007 <=> C01180 + C00058,FALSE,1.13.11.54,chr_4323,rn00270
R05627,"di-trans,poly-cis-Undecaprenyl diphosphate + H2O <=> di-trans,poly-cis-Undecaprenyl phosphate + Orthophosphate",C04574 + C00001 <=> C17556 + C00009,FALSE,3.6.1.27,chr_4340,rn00550;rn00552
R07770,ATP + (R)-Lipoate <=> Diphosphate + Lipoyl-AMP,C00002 + C16241 <=> C00013 + C16238,FALSE,6.3.1.20,chr_4345,rn00785
R07771,Lipoyl-AMP + [Lipoyl-carrier protein]-L-lysine <=> Protein N6-(lipoyl)lysine + AMP,C16238 + C16240 <=> C16237 + C00020,TRUE,6.3.1.20,chr_4345,
R11143,ATP + (R)-Lipoate + [Lipoyl-carrier protein]-L-lysine <=> Protein N6-(lipoyl)lysine + AMP + Diphosphate,C00002 + C16241 + C16240 <=> C16237 + C00020 + C00013,TRUE,6.3.1.20,chr_4345,
R12429,ATP + Octanoic acid + Lipoyl-carrier protein E2 <=> [Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine + AMP + Diphosphate,C00002 + C06423 + C22158 <=> C22160 + C00020 + C00013,FALSE,6.3.1.20,chr_4345,rn00785
R12433,ATP + (R)-Lipoate + Glycine cleavage system H <=> Lipoylprotein + AMP + Diphosphate,C00002 + C16241 + C22157 <=> C02051 + C00020 + C00013,FALSE,6.3.1.20,chr_4345,rn00785
R12434,ATP + Dihydrolipoate <=> Dihydrolipoyl-AMP + Diphosphate,C00002 + C02147 <=> C22161 + C00013,FALSE,,chr_4345,rn00785
R12449,ATP + (R)-Lipoate + Lipoyl-carrier protein E2 <=> Enzyme N6-(lipoyl)lysine + AMP + Diphosphate,C00002 + C16241 + C22158 <=> C15972 + C00020 + C00013,FALSE,6.3.1.20,chr_4345,rn00785
R05030,ATP + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine + Ammonia <=> ADP + Orthophosphate + Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C00002 + C05893 + C00014 <=> C00008 + C00009 + C05894,FALSE,6.3.5.13,( chr_4359 and chr_4360 ),rn00550
R00519,Formate + NAD+ <=> H+ + CO2 + NADH,C00058 + C00003 <=> C00080 + C00011 + C00004,TRUE,1.17.1.9,( chr_4366 and chr_4367 ),rn00630;rn00680
R09838,"Phenylacetyl-CoA + Oxygen + NADPH + H+ <=> 2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA + H2O + NADP+",C00582 + C00007 + C00005 + C00080 <=> C20062 + C00001 + C00006,FALSE,1.14.13.149,( chr_4374 and chr_4375 and chr_4376 and chr_4377 and chr_4378 ),rn00360
R09820,"3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde + NADP+ + H2O <=> 3-Oxo-5,6-dehydrosuberyl-CoA + NADPH + H+",C19946 + C00006 + C00001 <=> C19945 + C00005 + C00080,FALSE,1.2.1.91,chr_4379,rn00360
R09836,"2-Oxepin-2(3H)-ylideneacetyl-CoA + H2O <=> 3-Oxo-5,6-dehydrosuberyl-CoA semialdehyde",C19975 + C00001 <=> C19946,FALSE,3.3.2.12,chr_4379,rn00360
R09840,Phenylacetyl-CoA + H2O <=> Phenylacetic acid + CoA,C00582 + C00001 <=> C07086 + C00010,FALSE,3.1.2.-,chr_4380,rn00360
R02539,ATP + Phenylacetic acid + CoA <=> AMP + Diphosphate + Phenylacetyl-CoA,C00002 + C07086 + C00010 <=> C00020 + C00013 + C00582,FALSE,6.2.1.30,chr_4381,rn00360
R02065,2 Geranylgeranyl diphosphate <=> Diphosphate + Prephytoene diphosphate,2 C00353 <=> C00013 + C03427,FALSE,2.5.1.32;2.5.1.148,chr_4384,rn00906
R04218,Prephytoene diphosphate <=> Diphosphate + 15-cis-Phytoene,C03427 <=> C00013 + C05421,TRUE,2.5.1.32,chr_4384,rn00906
R07270,Prephytoene diphosphate <=> all-trans-Phytoene + Diphosphate,C03427 <=> C05413 + C00013,TRUE,2.5.1.32,chr_4384,rn00906
R10177,2 Geranylgeranyl diphosphate <=> 15-cis-Phytoene + 2 Diphosphate,2 C00353 <=> C05421 + 2 C00013,TRUE,2.5.1.32,chr_4384,
R04000,Acetyl-CoA + 2-Hydroxyglutarate <=> Acetate + 2-Hydroxyglutaryl-CoA,C00024 + C02630 <=> C00033 + C03058,TRUE,2.8.3.12,( chr_4399 and chr_4559 ),rn00650
R05509,Acetyl-CoA + Acrylic acid <=> Acetate + Propenoyl-CoA,C00024 + C00511 <=> C00033 + C00894,FALSE,2.8.3.12,( chr_4399 and chr_4559 ),rn00643
R06943,Adipyl-CoA + FAD <=> 5-Carboxy-2-pentenoyl-CoA + FADH2,C14143 + C00016 <=> C14144 + C01352,FALSE,1.3.99.-,chr_4401,rn00930
R02491,(3S)-Citramalyl-CoA <=> Itaconyl-CoA + H2O,C01011 <=> C00531 + C00001,TRUE,4.2.1.56,chr_4403,rn00660
R00750,Acetaldehyde + Pyruvate <=> 4-Hydroxy-2-oxopentanoate,C00084 + C00022 <=> C03589,FALSE,4.1.3.39,chr_4416,rn00360;rn00362;rn00621;rn00622
R05708,N6-(Delta2-Isopentenyl)-adenine + H2O + Acceptor <=> Adenine + 3-Methyl-2-butenal + Reduced acceptor,C04083 + C00001 + C00028 <=> C00147 + C07330 + C00030,FALSE,1.5.99.12,chr_4422,rn00908
R03595,ATP + Hydrogen selenide + H2O <=> AMP + Selenophosphoric acid + Orthophosphate,C00002 + C01528 + C00001 <=> C00020 + C05172 + C00009,FALSE,2.7.9.3,chr_4447,rn00450
R01298,"4-Hydroxybenzoate + Oxygen + NADPH + H+ <=> 3,4-Dihydroxybenzoate + NADP+ + H2O",C00156 + C00007 + C00005 + C00080 <=> C00230 + C00006 + C00001,TRUE,1.14.13.2;1.14.13.33,chr_4463,rn00362
R01174,Butanoyl-CoA + Orthophosphate <=> CoA + Butanoylphosphate,C00136 + C00009 <=> C00010 + C02527,TRUE,2.3.1.19,chr_4490,rn00650
R01542,"2-Dehydro-3-deoxy-D-gluconate + NAD+ <=> (4S)-4,6-Dihydroxy-2,5-dioxohexanoate + NADH + H+",C00204 + C00003 <=> C04349 + C00004 + C00080,TRUE,1.1.1.125;1.1.1.127,chr_4499,rn00040
R04988,2-Octaprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=> 2-Octaprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine,C05811 + C00019 <=> C05812 + C00021,TRUE,2.1.1.222,chr_4513,
R08769,2-Polyprenyl-6-hydroxyphenol + S-Adenosyl-L-methionine <=> 2-Polyprenyl-6-methoxyphenol + S-Adenosyl-L-homocysteine,C17551 + C00019 <=> C17552 + C00021,FALSE,2.1.1.222,chr_4513,rn00130
R12657,S-Adenosyl-L-methionine + 3-Demethylubiquinol <=> S-Adenosyl-L-homocysteine + Ubiquinol,C00019 + C21860 <=> C00021 + C00390,FALSE,2.1.1.64,chr_4513,rn00130
R00132,Carbonic acid <=> CO2 + H2O,C01353 <=> C00011 + C00001,TRUE,4.2.1.1,chr_4523,
R10092,HCO3- + H+ <=> CO2 + H2O,C00288 + C00080 <=> C00011 + C00001,FALSE,4.2.1.1,chr_4523,rn00910
R02689,"UDP-glucose + 1,2-Diacyl-sn-glycerol <=> UDP + 3-D-Glucosyl-1,2-diacylglycerol",C00029 + C00641 <=> C00015 + C04046,FALSE,2.4.1.315;2.4.1.336,chr_4524,rn00561
R04377,"3-D-Glucosyl-1,2-diacylglycerol + UDP-glucose <=> Diglucosyldiacylglycerol + UDP",C04046 + C00029 <=> C06040 + C00015,FALSE,2.4.1.315,chr_4524,rn00561
R12898,"UDP-D-glucose + 1,2-Diacyl-sn-glycerol <=> UDP + beta-Glc-DAG",G10608 + C00641 <=> G10619 + G13181,FALSE,2.4.1.315,chr_4524,rn00552
R12899,UDP-D-glucose + beta-Glc-DAG <=> UDP + Glc2-DAG,G10608 + G13181 <=> G10619 + G13182,FALSE,2.4.1.315,chr_4524,rn00552
R07322,Squalene <=> Diploptene,C00751 <=> C06310,FALSE,5.4.99.17,chr_4529,rn00909
R07323,Squalene + H2O <=> Diplopterol,C00751 + C00001 <=> C06309,FALSE,4.2.1.129,chr_4529,rn00909
R04786,all-trans-Phytoene + Acceptor <=> all-trans-Phytofluene + Reduced acceptor,C05413 + C00028 <=> C05414 + C00030,FALSE,1.3.5.5,chr_4531,rn00906
R04787,all-trans-Phytofluene + Acceptor <=> all-trans-zeta-Carotene + Reduced acceptor,C05414 + C00028 <=> C05430 + C00030,FALSE,1.3.5.5;1.3.99.28;1.3.99.29;1.3.99.30;1.3.99.31,chr_4531,rn00906
R07510,"15-cis-Phytoene <=> 9,9'-dicis-zeta-Carotene",C05421 <=> C15857,TRUE,1.14.99.-,chr_4531,
R09652,"15-cis-Phytoene + 2 Plastoquinone <=> 9,15,9'-tricis-zeta-Carotene + 2 Plastoquinol",C05421 + 2 C02061 <=> C19764 + 2 C16693,TRUE,1.3.5.5,chr_4531,
R09653,"15-cis-Phytoene + Plastoquinone <=> 15,9'-dicis-Phytofluene + Plastoquinol",C05421 + C02061 <=> C19765 + C16693,TRUE,1.3.5.5,chr_4531,rn00906
R09654,"15,9'-dicis-Phytofluene + Plastoquinone <=> 9,15,9'-tricis-zeta-Carotene + Plastoquinol",C19765 + C02061 <=> C19764 + C16693,FALSE,1.3.5.5,chr_4531,rn00906
R01631,"3,4-Dihydroxybenzoate + Oxygen <=> 3-Carboxy-cis,cis-muconate",C00230 + C00007 <=> C01163,FALSE,1.13.11.3,( chr_4560 and chr_4561 ),rn00362;rn00624
R03549,"Gallate + Oxygen <=> 2-Pyrone-4,6-dicarboxylate + H2O",C01424 + C00007 <=> C03671 + C00001,TRUE,1.13.11.3,( chr_4560 and chr_4561 ),
R03307,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate <=> 3-Carboxy-cis,cis-muconate",C01278 <=> C01163,FALSE,5.5.1.2,chr_4562,rn00362
R02991,"2-Oxo-2,3-dihydrofuran-5-acetate + H2O <=> 3-Oxoadipate",C03586 + C00001 <=> C00846,FALSE,3.1.1.24,chr_4563,rn00362
R03470,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate <=> 2-Oxo-2,3-dihydrofuran-5-acetate + CO2",C01278 <=> C03586 + C00011,TRUE,4.1.1.44,chr_4564,rn00362
R09819,"3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione + Reduced FMN + Oxygen <=> 3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione + FMN + H2O",C19944 + C01847 + C00007 <=> C04793 + C00061 + C00001,FALSE,1.14.14.12,chr_4570,rn00984
R00215,(R)-Malate + NAD+ <=> Pyruvate + CO2 + NADH + H+,C00497 + C00003 <=> C00022 + C00011 + C00004 + C00080,TRUE,1.1.1.83,chr_4579,rn00650
R01751,"(R,R)-Tartaric acid <=> D-Glycerate + CO2",C00898 <=> C00258 + C00011,TRUE,4.1.1.73,chr_4579,
R02545,meso-Tartaric acid + NAD+ <=> 2-Hydroxy-3-oxosuccinate + NADH + H+,C00552 + C00003 <=> C03459 + C00004 + C00080,TRUE,1.1.1.93,chr_4579,rn00630
R06180,"(R,R)-Tartaric acid + NAD+ <=> 2-Hydroxy-3-oxosuccinate + NADH + H+",C00898 + C00003 <=> C03459 + C00004 + C00080,TRUE,1.1.1.93,chr_4579,rn00630
R01169,L-Histidine + 3 S-Adenosyl-L-methionine + H+ <=> Hercynine + 3 S-Adenosyl-L-homocysteine,C00135 + 3 C00019 + C00080 <=> C05575 + 3 C00021,FALSE,2.1.1.44,chr_4601,rn00340
R11021,gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide + H2O <=> S-(Hercyn-2-yl)-L-cysteine S-oxide + L-Glutamate,C20995 + C00001 <=> C20994 + C00025,FALSE,3.5.1.118,chr_4602,rn00340
R11013,Hercynine + gamma-L-Glutamyl-L-cysteine + Oxygen <=> gamma-L-Glutamyl-S-(hercyn-2-yl)-L-cysteine S-oxide + H2O,C05575 + C00669 + C00007 <=> C20995 + C00001,FALSE,1.14.99.50,chr_4603,rn00340
R10993,ATP + L-Glutamate + (S)-2-Aminobutanoate <=> ADP + Orthophosphate + gamma-L-Glutamyl-L-2-aminobutyrate,C00002 + C00025 + C02356 <=> C00008 + C00009 + C21015,FALSE,6.3.2.2,chr_4604,rn00270
R00685,L-Tryptophan <=> Tryptamine + CO2,C00078 <=> C00398 + C00011,FALSE,4.1.1.28;4.1.1.105,chr_4607,rn00380;rn00901
R00699,L-Phenylalanine <=> Phenethylamine + CO2,C00079 <=> C05332 + C00011,FALSE,4.1.1.28;4.1.1.53,chr_4607,rn00360
R00736,L-Tyrosine <=> Tyramine + CO2,C00082 <=> C00483 + C00011,FALSE,4.1.1.25;4.1.1.28,( chr_4607 and chr_5343 ),rn00350;rn00680;rn00950
R02080,"3,4-Dihydroxy-L-phenylalanine <=> Dopamine + CO2",C00355 <=> C03758 + C00011,FALSE,4.1.1.25;4.1.1.28,chr_4607,rn00350;rn00950;rn00965
R02701,5-Hydroxy-L-tryptophan <=> Serotonin + CO2,C00643 <=> C00780 + C00011,FALSE,4.1.1.28,chr_4607,rn00380
R04909,5-Hydroxykynurenamine + CO2 <=> 5-Hydroxykynurenine,C05638 + C00011 <=> C05651,FALSE,4.1.1.28,chr_4607,rn00380
R03425,Glycine + Lipoylprotein <=> [Protein]-S8-aminomethyldihydrolipoyllysine + CO2,C00037 + C02051 <=> C01242 + C00011,FALSE,1.4.4.2,chr_4624,rn00260;rn00785
R02030,Phosphatidylglycerol + CDP-diacylglycerol <=> Cardiolipin + CMP,C00344 + C00269 <=> C05980 + C00055,FALSE,2.7.8.41,chr_4629,rn00564
R03492,GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine,C06135 + C00001 <=> C01290 + C01132,FALSE,3.2.1.52,chr_4633,rn00600
R04184,alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide + N-Acetyl-D-galactosamine <=> Globoside + H2O,C04737 + C01132 <=> C03272 + C00001,FALSE,3.2.1.52,chr_4633,rn00600
R04586,N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide + H2O <=> GM3 + N-Acetyl-D-galactosamine,C04884 + C00001 <=> C04730 + C01132,FALSE,3.2.1.52,chr_4633,rn00600
R05963,H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide,C00001 + G00094 <=> C01132 + G00093,FALSE,3.2.1.52,chr_4633,rn00603
R06001,GA2 + H2O <=> Lactosylceramide + N-Acetyl-D-galactosamine,G00123 + C00001 <=> G00092 + C01132,TRUE,3.2.1.52,chr_4633,
R06004,GM2 + H2O <=> GM3 + N-Acetyl-D-galactosamine,G00109 + C00001 <=> G00108 + C01132,FALSE,3.2.1.52,chr_4633,rn00604
R07809,G13074 + H2O <=> G01391 + N-Acetyl-D-glucosamine,G13074 + C00001 <=> G01391 + C00140,FALSE,3.2.1.52,chr_4633,rn00531
R07810,G13073 + H2O <=> G01391 + N-Acetyl-D-glucosamine 6-sulfate,G13073 + C00001 <=> G01391 + C04132,FALSE,3.2.1.52,chr_4633,rn00531
R11316,G13056 + H2O <=> N-Acetyl-D-glucosamine + G10665,G13056 + C00001 <=> C00140 + G10665,TRUE,3.2.1.52,chr_4633,
R12963,Gangliotriaosylceramide-II3 sulfate + H2O <=> Lactosylceramide sulfate + N-Acetyl-D-galactosamine,C22467 + C00001 <=> C03405 + C01132,FALSE,3.2.1.52,chr_4633,rn00600
R03037,"Isochorismate + H2O <=> (2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate + Pyruvate",C00885 + C00001 <=> C04171 + C00022,FALSE,3.3.2.1,chr_4635,rn01053
R01717,Chorismate <=> Isochorismate,C00251 <=> C00885,TRUE,5.4.4.2,( chr_4637 and chr_7698 ),rn00130;rn01053
R01505,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate + NAD+ <=> 2,3-Dihydroxybenzoate + NADH + H+",C04171 + C00003 <=> C00196 + C00004 + C00080,FALSE,1.3.1.28,chr_4638,rn01053
R10279,dTDP-6-deoxy-beta-L-talose <=> dTDP-L-rhamnose,C03187 <=> C03319,TRUE,5.1.3.25,chr_4689,rn00523
R12048,Stearoyl-CoA + NADPH + H+ + Oxygen <=> Oleoyl-CoA + NADP+ + 2 H2O,C00412 + C00005 + C00080 + C00007 <=> C00510 + C00006 + 2 C00001,TRUE,1.14.19.-,( chr_4715 and chr_4716 ),rn01040
R00476,Glycolate + Acceptor <=> Glyoxylate + Reduced acceptor,C00160 + C00028 <=> C00048 + C00030,FALSE,1.1.99.14,( chr_4733 and chr_7096 and chr_7097 ),rn00630
R00946,5-Methyltetrahydrofolate + L-Homocysteine <=> Tetrahydrofolate + L-Methionine,C00440 + C00155 <=> C00101 + C00073,FALSE,2.1.1.13,chr_4762,rn00270;rn00670
R00177,Orthophosphate + Diphosphate + S-Adenosyl-L-methionine <=> ATP + L-Methionine + H2O,C00009 + C00013 + C00019 <=> C00002 + C00073 + C00001,FALSE,2.5.1.6,chr_4764,rn00270;rn00670;rn00999
R04771,ATP + L-Selenomethionine + H2O <=> Orthophosphate + Diphosphate + Se-Adenosylselenomethionine,C00002 + C05335 + C00001 <=> C00009 + C00013 + C05691,TRUE,2.5.1.6,chr_4764,
R00367,S-Adenosyl-L-methionine + Glycine <=> S-Adenosyl-L-homocysteine + Sarcosine,C00019 + C00037 <=> C00021 + C00213,TRUE,2.1.1.20;2.1.1.156;2.1.1.162,chr_4765,rn00260;rn00270;rn00670
R09279,4-Hydroxybutanoic acid + ATP + CoA <=> 4-Hydroxybutyryl-CoA + AMP + Diphosphate,C00989 + C00002 + C00010 <=> C11062 + C00020 + C00013,FALSE,6.2.1.40,chr_4766,rn00720
R01478,H2O + beta-D-Glucuronoside <=> D-Glucuronate + Alcohol,C00001 + C03033 <=> C00191 + C00069,FALSE,3.2.1.31,chr_4767,rn00040;rn00053
R04979,Bilirubin beta-diglucuronide + 2 H2O + 3 Reduced acceptor <=> D-Urobilinogen + 2 D-Glucuronate + 3 Acceptor,C05787 + 2 C00001 + 3 C00030 <=> C05791 + 2 C00191 + 3 C00028,FALSE,1.-.-.-;3.2.1.31,chr_4767,rn00860
R07818,G13040 + H2O <=> G09660 + D-Glucuronate,G13040 + C00001 <=> G09660 + C00191,FALSE,3.2.1.31,chr_4767,rn00531
R08127,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D-glucuronide + H2O <=> Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide] + D-Glucuronate,C04900 + C00001 <=> C12632 + C00191,FALSE,3.2.1.31,chr_4767,rn00944
R08260,SN38 glucuronide + H2O <=> SN-38 + D-Glucuronate,C11376 + C00001 <=> C11173 + C00191,FALSE,3.2.1.31,chr_4767,rn00983
R10830,G00526 + H2O <=> G00711 + D-Glucuronate,G00526 + C00001 <=> G00711 + C00191,FALSE,3.2.1.31,chr_4767,rn00531
R01384,UDP-glucuronate <=> UDP-D-xylose + CO2,C00167 <=> C00190 + C00011,FALSE,4.1.1.35,chr_4778,rn00520
R03610,Calcidiol + 2 Reduced adrenal ferredoxin + 2 H+ + Oxygen <=> Calcitriol + Oxidized adrenal ferredoxin + H2O,C01561 + 2 C00662 + 2 C00080 + C00007 <=> C01673 + C00667 + C00001,FALSE,1.14.15.18,chr_4787,rn00100
R11324,Secalciferol + 2 Reduced adrenal ferredoxin + 2 H+ + Oxygen <=> Calcitetrol + Oxidized adrenal ferredoxin + H2O,C07712 + 2 C00662 + 2 C00080 + C00007 <=> C18231 + C00667 + C00001,TRUE,1.14.15.18,chr_4787,
R01196,2 Reduced ferredoxin + Acetyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + Pyruvate + CoA,2 C00138 + C00024 + C00011 + 2 C00080 <=> 2 C00139 + C00022 + C00010,TRUE,1.2.7.1;1.2.7.11,( chr_4791 and chr_4792 ),rn00010;rn00020;rn00620;rn00650;rn00680;rn00720
R01197,2 Reduced ferredoxin + Succinyl-CoA + CO2 + 2 H+ <=> 2 Oxidized ferredoxin + 2-Oxoglutarate + CoA,2 C00138 + C00091 + C00011 + 2 C00080 <=> 2 C00139 + C00026 + C00010,TRUE,1.2.7.3;1.2.7.11,( chr_4791 and chr_4792 ),rn00020;rn00720
R01518,2-Phospho-D-glycerate <=> 3-Phospho-D-glycerate,C00631 <=> C00197,TRUE,5.4.2.11;5.4.2.12,( chr_4807 and chr_7753 ),rn00010;rn00260;rn00680
R00114,2 L-Glutamate + NADP+ <=> L-Glutamine + 2-Oxoglutarate + NADPH + H+,2 C00025 + C00006 <=> C00064 + C00026 + C00005 + C00080,FALSE,1.4.1.13,( chr_4824 and chr_4825 ),rn00250;rn00910
R00248,L-Glutamate + NADP+ + H2O <=> 2-Oxoglutarate + Ammonia + NADPH + H+,C00025 + C00006 + C00001 <=> C00026 + C00014 + C00005 + C00080,TRUE,1.4.1.3;1.4.1.4;1.4.1.13,( chr_4824 and chr_4825 and chr_6782 ),rn00220;rn00250;rn00910
R02662,2-Methylpropanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,C00630 + C15973 <=> C00010 + C15977,FALSE,2.3.1.168,chr_4941,rn00280;rn00785
R03174,(S)-2-Methylbutanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine,C15980 + C15973 <=> C00010 + C15979,FALSE,2.3.1.168,chr_4941,rn00280;rn00785
R04097,3-Methylbutanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,C02939 + C15973 <=> C00010 + C15975,FALSE,2.3.1.168,chr_4941,rn00280;rn00785
R10998,Propanoyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + Enzyme N6-(S-propyldihydrolipoyl)lysine,C00100 + C15973 <=> C00010 + C21018,FALSE,2.3.1.168,chr_4941,rn00640
R00410,Succinyl-CoA + Acetoacetate <=> Succinate + Acetoacetyl-CoA,C00091 + C00164 <=> C00042 + C00332,TRUE,2.8.3.5,( chr_4947 and chr_4948 ),rn00280;rn00650
R07945,"1,7-Dimethylxanthine <=> 1,7-Dimethyluric acid",C13747 <=> C16356,FALSE,1.14.14.1;1.14.14.-,chr_4975,rn00232
R08225,Tegafur + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 5-FU + Succinic aldehyde + [Oxidized NADPH---hemoprotein reductase] + H2O,C12673 + C03024 + C00007 <=> C07649 + C16835 + C03161 + C00001,FALSE,1.14.14.-,chr_4975,rn00983
R08324,Valproic acid <=> 2-n-Propyl-4-pentenoic acid,C07185 <=> C16648,TRUE,1.14.14.-,chr_4975,rn00982
R08325,Valproic acid + NADPH + H+ + Oxygen <=> 4-Hydroxyvalproic acid + NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16649 + C00006 + C00001,TRUE,1.14.14.-,chr_4975,rn00982
R08326,Valproic acid + NADPH + H+ + Oxygen <=> 5-Hydroxyvalproic acid + NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16650 + C00006 + C00001,TRUE,1.14.14.-,chr_4975,rn00982
R08327,Valproic acid + NADPH + H+ + Oxygen <=> 3-Hydroxyvalproic acid + NADP+ + H2O,C07185 + C00005 + C00080 + C00007 <=> C16651 + C00006 + C00001,FALSE,1.14.14.-,chr_4975,rn00982
R09421,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone + Oxygen + NADPH + H+ <=> 4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone + H2O + NADP+,C16453 + C00007 + C00005 + C00080 <=> C19563 + C00001 + C00006,FALSE,1.14.14.1;1.14.14.-,chr_4975,rn00980
R09424,"4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol + Oxygen + NADPH + H+ <=> 1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol + H2O + NADP+",C19574 + C00007 + C00005 + C00080 <=> C19577 + C00001 + C00006,FALSE,1.14.14.1;1.14.14.-,chr_4975,rn00980
R09425,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol + Oxygen + NADPH + H+ <=> alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol + H2O + NADP+,C19574 + C00007 + C00005 + C00080 <=> C19580 + C00001 + C00006,FALSE,1.14.14.1;1.14.14.-,chr_4975,rn00980
R01954,ATP + L-Citrulline + L-Aspartate <=> AMP + Diphosphate + N-(L-Arginino)succinate,C00002 + C00327 + C00049 <=> C00020 + C00013 + C03406,FALSE,6.3.4.5,chr_4980,rn00220;rn00250
R07512,"7,9,7',9'-tetracis-Lycopene <=> Lycopene",C15858 <=> C05432,FALSE,5.2.1.13,chr_4986,rn00906
R01625,"CoA + Apo-[acyl-carrier protein] <=> Adenosine 3',5'-bisphosphate + Acyl-carrier protein",C00010 + C03688 <=> C00054 + C00229,FALSE,2.7.8.7;2.7.8.-,chr_5016,rn00074;rn00770
